,HomeTeam,AwayTeam,FTR,PredictedFTR
4153,Tottenham,Blackpool,NH,
4154,West Ham,Blackburn,NH,
4155,Man United,Chelsea,H,
4156,Stoke,Arsenal,H,
4157,Wolves,West Brom,H,
4158,Fulham,Liverpool,NH,
4159,Man City,Tottenham,H,
4160,Blackburn,Man United,NH,
4161,Blackpool,Bolton,H,
4162,Sunderland,Wolves,NH,
4163,West Brom,Everton,H,
4164,Arsenal,Aston Villa,NH,
4165,Birmingham,Fulham,NH,
4166,Chelsea,Newcastle,NH,
4167,Liverpool,Tottenham,NH,
4168,Wigan,West Ham,H,
4169,Man City,Stoke,H,
4170,Aston Villa,Liverpool,H,
4171,Bolton,Man City,NH,
4172,Everton,Chelsea,H,
4173,Fulham,Arsenal,NH,
4174,Man United,Blackpool,H,
4175,Newcastle,West Brom,NH,
4176,Stoke,Wigan,NH,
4177,Tottenham,Birmingham,H,
4178,West Ham,Sunderland,NH,
4179,Wolves,Blackburn,NH,
4180,Blackburn,Wolves,NH,
4181,Fulham,Aston Villa,NH,
4182,Liverpool,Sunderland,NH,
4183,Newcastle,Arsenal,NH,
4184,QPR,Bolton,NH,
4185,Wigan,Norwich,NH,
4186,Stoke,Chelsea,NH,
4187,West Brom,Man United,NH,
4188,Man City,Swansea,H,
4189,Arsenal,Liverpool,NH,
4190,Aston Villa,Blackburn,H,
4191,Chelsea,West Brom,H,
4192,Everton,QPR,NH,
4193,Sunderland,Newcastle,NH,
4194,Swansea,Wigan,NH,
4195,Bolton,Man City,NH,
4196,Norwich,Stoke,NH,
4197,Wolves,Fulham,H,
4198,Man United,Tottenham,H,
4199,Aston Villa,Wolves,NH,
4200,Blackburn,Everton,NH,
4201,Chelsea,Norwich,H,
4202,Liverpool,Bolton,H,
4203,Swansea,Sunderland,NH,
4204,Wigan,QPR,H,
4205,Man United,Arsenal,H,
4206,Newcastle,Fulham,H,
4207,Tottenham,Man City,NH,
4208,West Brom,Stoke,NH,
4209,Arsenal,Swansea,H,
4210,Bolton,Man United,NH,
4211,Everton,Aston Villa,NH,
4212,Man City,Wigan,H,
4213,Stoke,Liverpool,H,
4214,Sunderland,Chelsea,NH,
4215,Wolves,Tottenham,NH,
4216,Fulham,Blackburn,NH,
4217,Norwich,West Brom,NH,
4218,QPR,Newcastle,NH,
4219,Aston Villa,Newcastle,NH,
4220,Blackburn,Arsenal,H,
4221,Bolton,Norwich,NH,
4222,Everton,Wigan,H,
4223,Swansea,West Brom,H,
4224,Wolves,QPR,NH,
4225,Fulham,Man City,NH,
4226,Man United,Chelsea,H,
4227,Sunderland,Stoke,H,
4228,Tottenham,Liverpool,H,
4229,Arsenal,Bolton,H,
4230,Chelsea,Swansea,H,
4231,Liverpool,Wolves,H,
4232,Man City,Everton,H,
4233,Newcastle,Blackburn,H,
4234,Stoke,Man United,NH,
4235,West Brom,Fulham,NH,
4236,Wigan,Tottenham,NH,
4237,QPR,Aston Villa,NH,
4238,Norwich,Sunderland,H,
4239,Aston Villa,Wigan,H,
4240,Blackburn,Man City,NH,
4241,Everton,Liverpool,NH,
4242,Man United,Norwich,H,
4243,Sunderland,West Brom,NH,
4244,Wolves,Newcastle,NH,
4245,Bolton,Chelsea,NH,
4246,Fulham,QPR,H,
4247,Swansea,Stoke,H,
4248,Tottenham,Arsenal,H,
4249,Chelsea,Everton,H,
4250,Liverpool,Man United,NH,
4251,Man City,Aston Villa,H,
4252,Norwich,Swansea,H,
4253,QPR,Blackburn,NH,
4254,Stoke,Fulham,H,
4255,Wigan,Bolton,NH,
4256,Arsenal,Sunderland,H,
4257,Newcastle,Tottenham,NH,
4258,West Brom,Wolves,H,
4259,Aston Villa,West Brom,NH,
4260,Bolton,Sunderland,NH,
4261,Liverpool,Norwich,NH,
4262,Newcastle,Wigan,H,
4263,Wolves,Swansea,NH,
4264,Arsenal,Stoke,H,
4265,Blackburn,Tottenham,NH,
4266,Fulham,Everton,NH,
4267,Man United,Man City,NH,
4268,QPR,Chelsea,H,
4269,Chelsea,Arsenal,NH,
4270,Everton,Man United,NH,
4271,Man City,Wolves,H,
4272,Norwich,Blackburn,NH,
4273,Sunderland,Aston Villa,NH,
4274,Swansea,Bolton,H,
4275,West Brom,Liverpool,NH,
4276,Wigan,Fulham,NH,
4277,Tottenham,QPR,H,
4278,Stoke,Newcastle,NH,
4279,Arsenal,West Brom,H,
4280,Aston Villa,Norwich,H,
4281,Blackburn,Chelsea,NH,
4282,Liverpool,Swansea,NH,
4283,Man United,Sunderland,H,
4284,Newcastle,Everton,H,
4285,QPR,Man City,NH,
4286,Bolton,Stoke,H,
4287,Fulham,Tottenham,NH,
4288,Wolves,Wigan,H,
4289,Everton,Wolves,H,
4290,Man City,Newcastle,H,
4291,Norwich,Arsenal,NH,
4292,Stoke,QPR,NH,
4293,Sunderland,Fulham,NH,
4294,Swansea,Man United,NH,
4295,West Brom,Bolton,H,
4296,Wigan,Blackburn,NH,
4297,Chelsea,Liverpool,NH,
4298,Tottenham,Aston Villa,H,
4299,Arsenal,Fulham,NH,
4300,Bolton,Everton,NH,
4301,Chelsea,Wolves,H,
4302,Man United,Newcastle,NH,
4303,Norwich,QPR,H,
4304,Stoke,Blackburn,H,
4305,Sunderland,Wigan,NH,
4306,West Brom,Tottenham,NH,
4307,Liverpool,Man City,NH,
4308,Swansea,Aston Villa,NH,
4309,Aston Villa,Man United,NH,
4310,Blackburn,Swansea,H,
4311,Man City,Norwich,H,
4312,Newcastle,Chelsea,NH,
4313,QPR,West Brom,NH,
4314,Tottenham,Bolton,H,
4315,Wigan,Arsenal,NH,
4316,Everton,Stoke,NH,
4317,Wolves,Sunderland,H,
4318,Fulham,Liverpool,H,
4319,Arsenal,Everton,H,
4320,Bolton,Aston Villa,NH,
4321,Liverpool,QPR,H,
4322,Man United,Wolves,H,
4323,Norwich,Newcastle,H,
4324,Swansea,Fulham,H,
4325,West Brom,Wigan,NH,
4326,Stoke,Tottenham,H,
4327,Sunderland,Blackburn,H,
4328,Chelsea,Man City,H,
4329,Blackburn,West Brom,NH,
4330,Everton,Norwich,NH,
4331,Fulham,Bolton,H,
4332,Newcastle,Swansea,NH,
4333,Wigan,Chelsea,NH,
4334,Wolves,Stoke,NH,
4335,Aston Villa,Liverpool,NH,
4336,Man City,Arsenal,H,
4337,QPR,Man United,NH,
4338,Tottenham,Sunderland,H,
4339,Blackburn,Bolton,NH,
4340,Wolves,Norwich,NH,
4341,Aston Villa,Arsenal,NH,
4342,Everton,Swansea,H,
4343,Fulham,Man United,NH,
4344,Man City,Stoke,H,
4345,Newcastle,West Brom,NH,
4346,QPR,Sunderland,NH,
4347,Wigan,Liverpool,NH,
4348,Tottenham,Chelsea,NH,
4349,Bolton,Newcastle,NH,
4350,Chelsea,Fulham,NH,
4351,Liverpool,Blackburn,NH,
4352,Man United,Wigan,H,
4353,Stoke,Aston Villa,NH,
4354,Sunderland,Everton,NH,
4355,West Brom,Man City,NH,
4356,Arsenal,Wolves,NH,
4357,Norwich,Tottenham,NH,
4358,Swansea,QPR,NH,
4359,Liverpool,Newcastle,H,
4360,Arsenal,QPR,H,
4361,Bolton,Wolves,NH,
4362,Chelsea,Aston Villa,NH,
4363,Man United,Blackburn,NH,
4364,Norwich,Fulham,NH,
4365,Stoke,Wigan,NH,
4366,Swansea,Tottenham,NH,
4367,Sunderland,Man City,H,
4368,West Brom,Everton,NH,
4369,Aston Villa,Swansea,NH,
4370,Blackburn,Stoke,NH,
4371,Fulham,Arsenal,H,
4372,QPR,Norwich,NH,
4373,Wolves,Chelsea,NH,
4374,Man City,Liverpool,H,
4375,Tottenham,West Brom,H,
4376,Wigan,Sunderland,NH,
4377,Everton,Bolton,NH,
4378,Newcastle,Man United,H,
4379,Tottenham,Everton,H,
4380,Aston Villa,Everton,NH,
4381,Blackburn,Fulham,H,
4382,Chelsea,Sunderland,H,
4383,Liverpool,Stoke,NH,
4384,Man United,Bolton,H,
4385,Tottenham,Wolves,NH,
4386,West Brom,Norwich,NH,
4387,Newcastle,QPR,H,
4388,Swansea,Arsenal,H,
4389,Wigan,Man City,NH,
4390,Bolton,Liverpool,H,
4391,Everton,Blackburn,NH,
4392,Fulham,Newcastle,H,
4393,Norwich,Chelsea,NH,
4394,QPR,Wigan,H,
4395,Stoke,West Brom,NH,
4396,Sunderland,Swansea,H,
4397,Wolves,Aston Villa,NH,
4398,Arsenal,Man United,NH,
4399,Man City,Tottenham,H,
4400,Everton,Man City,H,
4401,Man United,Stoke,H,
4402,Swansea,Chelsea,NH,
4403,Tottenham,Wigan,H,
4404,Wolves,Liverpool,NH,
4405,Aston Villa,QPR,NH,
4406,Blackburn,Newcastle,NH,
4407,Bolton,Arsenal,NH,
4408,Fulham,West Brom,NH,
4409,Sunderland,Norwich,H,
4410,Arsenal,Blackburn,H,
4411,Man City,Fulham,H,
4412,Norwich,Bolton,H,
4413,QPR,Wolves,NH,
4414,Stoke,Sunderland,NH,
4415,West Brom,Swansea,NH,
4416,Wigan,Everton,NH,
4417,Chelsea,Man United,NH,
4418,Newcastle,Aston Villa,H,
4419,Liverpool,Tottenham,NH,
4420,Blackburn,QPR,H,
4421,Bolton,Wigan,NH,
4422,Everton,Chelsea,H,
4423,Fulham,Stoke,H,
4424,Man United,Liverpool,H,
4425,Sunderland,Arsenal,NH,
4426,Swansea,Norwich,NH,
4427,Tottenham,Newcastle,H,
4428,Aston Villa,Man City,NH,
4429,Wolves,West Brom,NH,
4430,Chelsea,Bolton,H,
4431,Man City,Blackburn,H,
4432,Newcastle,Wolves,NH,
4433,QPR,Fulham,NH,
4434,West Brom,Sunderland,H,
4435,Wigan,Aston Villa,NH,
4436,Arsenal,Tottenham,H,
4437,Norwich,Man United,NH,
4438,Stoke,Swansea,H,
4439,Blackburn,Aston Villa,NH,
4440,Liverpool,Arsenal,NH,
4441,Man City,Bolton,H,
4442,QPR,Everton,NH,
4443,Stoke,Norwich,H,
4444,West Brom,Chelsea,H,
4445,Wigan,Swansea,NH,
4446,Fulham,Wolves,H,
4447,Newcastle,Sunderland,NH,
4448,Tottenham,Man United,NH,
4449,Aston Villa,Fulham,H,
4450,Bolton,QPR,H,
4451,Chelsea,Stoke,H,
4452,Everton,Tottenham,H,
4453,Sunderland,Liverpool,H,
4454,Wolves,Blackburn,NH,
4455,Man United,West Brom,H,
4456,Norwich,Wigan,NH,
4457,Swansea,Man City,H,
4458,Arsenal,Newcastle,H,
4459,Liverpool,Everton,H,
4460,Fulham,Swansea,NH,
4461,Wigan,West Brom,NH,
4462,Newcastle,Norwich,H,
4463,Wolves,Man United,NH,
4464,Blackburn,Sunderland,H,
4465,Everton,Arsenal,NH,
4466,Man City,Chelsea,H,
4467,QPR,Liverpool,H,
4468,Tottenham,Stoke,NH,
4469,Arsenal,Aston Villa,H,
4470,Bolton,Blackburn,H,
4471,Chelsea,Tottenham,NH,
4472,Liverpool,Wigan,NH,
4473,Norwich,Wolves,H,
4474,Stoke,Man City,NH,
4475,Sunderland,QPR,H,
4476,Swansea,Everton,NH,
4477,West Brom,Newcastle,NH,
4478,Man United,Fulham,H,
4479,Aston Villa,Chelsea,NH,
4480,Everton,West Brom,H,
4481,Fulham,Norwich,H,
4482,Man City,Sunderland,NH,
4483,QPR,Arsenal,H,
4484,Wigan,Stoke,H,
4485,Wolves,Bolton,NH,
4486,Newcastle,Liverpool,H,
4487,Tottenham,Swansea,H,
4488,Blackburn,Man United,NH,
4489,Swansea,Newcastle,NH,
4490,Bolton,Fulham,NH,
4491,Chelsea,Wigan,H,
4492,Liverpool,Aston Villa,NH,
4493,Norwich,Everton,NH,
4494,Stoke,Wolves,H,
4495,Sunderland,Tottenham,NH,
4496,West Brom,Blackburn,H,
4497,Arsenal,Man City,H,
4498,Man United,QPR,H,
4499,Aston Villa,Stoke,NH,
4500,Everton,Sunderland,H,
4501,Fulham,Chelsea,NH,
4502,Newcastle,Bolton,H,
4503,Tottenham,Norwich,NH,
4504,Blackburn,Liverpool,NH,
4505,Man City,West Brom,H,
4506,QPR,Swansea,H,
4507,Wigan,Man United,H,
4508,Wolves,Arsenal,NH,
4509,Norwich,Man City,NH,
4510,Sunderland,Wolves,NH,
4511,Swansea,Blackburn,H,
4512,West Brom,QPR,H,
4513,Man United,Aston Villa,H,
4514,Arsenal,Wigan,NH,
4515,Arsenal,Chelsea,NH,
4516,Aston Villa,Sunderland,NH,
4517,Blackburn,Norwich,H,
4518,Bolton,Swansea,NH,
4519,Fulham,Wigan,H,
4520,Newcastle,Stoke,H,
4521,QPR,Tottenham,H,
4522,Liverpool,West Brom,NH,
4523,Man United,Everton,NH,
4524,Wolves,Man City,NH,
4525,Aston Villa,Bolton,NH,
4526,Everton,Fulham,H,
4527,Norwich,Liverpool,NH,
4528,Stoke,Arsenal,NH,
4529,Sunderland,Bolton,NH,
4530,Swansea,Wolves,NH,
4531,West Brom,Aston Villa,NH,
4532,Wigan,Newcastle,H,
4533,Chelsea,QPR,H,
4534,Tottenham,Blackburn,H,
4535,Man City,Man United,H,
4536,Liverpool,Fulham,NH,
4537,Stoke,Everton,NH,
4538,Bolton,Tottenham,NH,
4539,Chelsea,Newcastle,NH,
4540,Arsenal,Norwich,NH,
4541,Aston Villa,Tottenham,NH,
4542,Bolton,West Brom,NH,
4543,Fulham,Sunderland,H,
4544,Man United,Swansea,H,
4545,Newcastle,Man City,NH,
4546,QPR,Stoke,H,
4547,Wolves,Everton,NH,
4548,Blackburn,Wigan,NH,
4549,Liverpool,Chelsea,H,
4550,Chelsea,Blackburn,H,
4551,Everton,Newcastle,H,
4552,Man City,QPR,H,
4553,Norwich,Aston Villa,H,
4554,Stoke,Bolton,NH,
4555,Sunderland,Man United,NH,
4556,Swansea,Liverpool,H,
4557,Tottenham,Fulham,H,
4558,West Brom,Arsenal,NH,
4559,Wigan,Wolves,H,
4560,Arsenal,Sunderland,NH,
4561,Fulham,Norwich,H,
4562,Newcastle,Tottenham,H,
4563,QPR,Swansea,NH,
4564,Reading,Stoke,NH,
4565,West Brom,Liverpool,H,
4566,West Ham,Aston Villa,H,
4567,Man City,Southampton,H,
4568,Wigan,Chelsea,NH,
4569,Everton,Man United,H,
4570,Chelsea,Reading,H,
4571,Aston Villa,Everton,NH,
4572,Chelsea,Newcastle,H,
4573,Man United,Fulham,H,
4574,Norwich,QPR,NH,
4575,Southampton,Wigan,NH,
4576,Swansea,West Ham,H,
4577,Tottenham,West Brom,NH,
4578,Liverpool,Man City,NH,
4579,Stoke,Arsenal,NH,
4580,Man City,QPR,H,
4581,Swansea,Sunderland,NH,
4582,Tottenham,Norwich,NH,
4583,West Brom,Everton,H,
4584,West Ham,Fulham,H,
4585,Wigan,Stoke,NH,
4586,Liverpool,Arsenal,NH,
4587,Newcastle,Aston Villa,NH,
4588,Southampton,Man United,NH,
4589,Arsenal,Southampton,H,
4590,Aston Villa,Swansea,H,
4591,Fulham,West Brom,H,
4592,Man United,Wigan,H,
4593,Norwich,West Ham,NH,
4594,QPR,Chelsea,NH,
4595,Stoke,Man City,NH,
4596,Sunderland,Liverpool,NH,
4597,Reading,Tottenham,NH,
4598,Everton,Newcastle,NH,
4599,Chelsea,Stoke,H,
4600,Southampton,Aston Villa,H,
4601,Swansea,Everton,NH,
4602,West Brom,Reading,H,
4603,West Ham,Sunderland,NH,
4604,Wigan,Fulham,NH,
4605,Liverpool,Man United,NH,
4606,Man City,Arsenal,NH,
4607,Newcastle,Norwich,H,
4608,Tottenham,QPR,H,
4609,Arsenal,Chelsea,NH,
4610,Everton,Southampton,H,
4611,Fulham,Man City,NH,
4612,Man United,Tottenham,NH,
4613,Norwich,Liverpool,NH,
4614,Reading,Newcastle,NH,
4615,Stoke,Swansea,H,
4616,Sunderland,Wigan,H,
4617,Aston Villa,West Brom,NH,
4618,QPR,West Ham,NH,
4619,Chelsea,Norwich,H,
4620,Man City,Sunderland,H,
4621,Swansea,Reading,NH,
4622,West Brom,QPR,H,
4623,West Ham,Arsenal,NH,
4624,Wigan,Everton,NH,
4625,Liverpool,Stoke,NH,
4626,Newcastle,Man United,NH,
4627,Southampton,Fulham,NH,
4628,Tottenham,Aston Villa,H,
4629,Fulham,Aston Villa,H,
4630,Liverpool,Reading,H,
4631,Man United,Stoke,H,
4632,Norwich,Arsenal,H,
4633,Swansea,Wigan,H,
4634,Tottenham,Chelsea,NH,
4635,West Brom,Man City,NH,
4636,West Ham,Southampton,H,
4637,QPR,Everton,NH,
4638,Sunderland,Newcastle,NH,
4639,Arsenal,QPR,H,
4640,Aston Villa,Norwich,NH,
4641,Man City,Swansea,H,
4642,Reading,Fulham,NH,
4643,Stoke,Sunderland,NH,
4644,Wigan,West Ham,H,
4645,Chelsea,Man United,NH,
4646,Everton,Liverpool,NH,
4647,Newcastle,West Brom,H,
4648,Southampton,Tottenham,NH,
4649,Fulham,Everton,NH,
4650,Man United,Arsenal,H,
4651,Norwich,Stoke,H,
4652,Sunderland,Aston Villa,NH,
4653,Swansea,Chelsea,NH,
4654,Tottenham,Wigan,NH,
4655,West Ham,Man City,NH,
4656,Liverpool,Newcastle,NH,
4657,QPR,Reading,NH,
4658,West Brom,Southampton,H,
4659,Arsenal,Fulham,NH,
4660,Aston Villa,Man United,NH,
4661,Everton,Sunderland,H,
4662,Reading,Norwich,NH,
4663,Southampton,Swansea,NH,
4664,Stoke,QPR,H,
4665,Wigan,West Brom,NH,
4666,Chelsea,Liverpool,NH,
4667,Man City,Tottenham,H,
4668,Newcastle,West Ham,NH,
4669,Arsenal,Tottenham,H,
4670,Liverpool,Wigan,H,
4671,Man City,Aston Villa,H,
4672,Newcastle,Swansea,NH,
4673,Norwich,Man United,H,
4674,QPR,Southampton,NH,
4675,Reading,Everton,H,
4676,West Brom,Chelsea,H,
4677,Fulham,Sunderland,NH,
4678,West Ham,Stoke,NH,
4679,Aston Villa,Arsenal,NH,
4680,Everton,Norwich,NH,
4681,Man United,QPR,H,
4682,Stoke,Fulham,H,
4683,Sunderland,West Brom,NH,
4684,Wigan,Reading,H,
4685,Chelsea,Man City,NH,
4686,Southampton,Newcastle,H,
4687,Swansea,Liverpool,NH,
4688,Tottenham,West Ham,H,
4689,Aston Villa,Reading,H,
4690,Sunderland,QPR,NH,
4691,Chelsea,Fulham,NH,
4692,Everton,Arsenal,NH,
4693,Man United,West Ham,H,
4694,Southampton,Norwich,NH,
4695,Stoke,Newcastle,H,
4696,Swansea,West Brom,H,
4697,Tottenham,Liverpool,H,
4698,Wigan,Man City,NH,
4699,Arsenal,Swansea,NH,
4700,Fulham,Tottenham,NH,
4701,Liverpool,Southampton,H,
4702,Man City,Everton,NH,
4703,QPR,Aston Villa,NH,
4704,Reading,Man United,NH,
4705,West Brom,Stoke,NH,
4706,West Ham,Chelsea,H,
4707,Norwich,Sunderland,H,
4708,Newcastle,Wigan,H,
4709,Arsenal,West Brom,H,
4710,Aston Villa,Stoke,NH,
4711,Southampton,Reading,H,
4712,Sunderland,Chelsea,NH,
4713,Swansea,Norwich,NH,
4714,Wigan,QPR,NH,
4715,Everton,Tottenham,H,
4716,Man City,Man United,NH,
4717,West Ham,Liverpool,NH,
4718,Fulham,Newcastle,H,
4719,Sunderland,Reading,H,
4720,Liverpool,Aston Villa,NH,
4721,Man United,Sunderland,H,
4722,Newcastle,Man City,NH,
4723,Norwich,Wigan,H,
4724,QPR,Fulham,H,
4725,Stoke,Everton,NH,
4726,Tottenham,Swansea,H,
4727,West Brom,West Ham,NH,
4728,Reading,Arsenal,NH,
4729,Liverpool,Fulham,H,
4730,Man City,Reading,H,
4731,Newcastle,QPR,H,
4732,Southampton,Sunderland,NH,
4733,Tottenham,Stoke,NH,
4734,West Brom,Norwich,H,
4735,West Ham,Everton,NH,
4736,Wigan,Arsenal,NH,
4737,Chelsea,Aston Villa,H,
4738,Swansea,Man United,NH,
4739,Aston Villa,Tottenham,NH,
4740,Everton,Wigan,H,
4741,Fulham,Southampton,NH,
4742,Man United,Newcastle,H,
4743,Norwich,Chelsea,NH,
4744,QPR,West Brom,NH,
4745,Reading,Swansea,NH,
4746,Stoke,Liverpool,H,
4747,Sunderland,Man City,H,
4748,Arsenal,Newcastle,H,
4749,Aston Villa,Wigan,NH,
4750,Fulham,Swansea,NH,
4751,Man United,West Brom,H,
4752,Norwich,Man City,NH,
4753,Reading,West Ham,H,
4754,Stoke,Southampton,NH,
4755,Sunderland,Tottenham,NH,
4756,Everton,Chelsea,NH,
4757,QPR,Liverpool,NH,
4758,Man City,Stoke,H,
4759,Southampton,Arsenal,NH,
4760,Swansea,Aston Villa,NH,
4761,Tottenham,Reading,H,
4762,West Brom,Fulham,NH,
4763,West Ham,Norwich,H,
4764,Wigan,Man United,NH,
4765,Chelsea,QPR,NH,
4766,Liverpool,Sunderland,H,
4767,Newcastle,Everton,NH,
4768,Aston Villa,Southampton,NH,
4769,Everton,Swansea,NH,
4770,Fulham,Wigan,NH,
4771,Norwich,Newcastle,NH,
4772,QPR,Tottenham,NH,
4773,Reading,West Brom,H,
4774,Stoke,Chelsea,NH,
4775,Sunderland,West Ham,H,
4776,Arsenal,Man City,NH,
4777,Man United,Liverpool,H,
4778,Chelsea,Southampton,NH,
4779,Liverpool,Norwich,H,
4780,Man City,Fulham,H,
4781,Newcastle,Reading,NH,
4782,Swansea,Stoke,H,
4783,West Brom,Aston Villa,NH,
4784,West Ham,QPR,NH,
4785,Wigan,Sunderland,NH,
4786,Chelsea,Arsenal,H,
4787,Tottenham,Man United,NH,
4788,Southampton,Everton,NH,
4789,Arsenal,West Ham,H,
4790,Aston Villa,Newcastle,NH,
4791,QPR,Man City,NH,
4792,Stoke,Wigan,NH,
4793,Sunderland,Swansea,NH,
4794,Arsenal,Liverpool,NH,
4795,Everton,West Brom,H,
4796,Fulham,West Ham,H,
4797,Man United,Southampton,H,
4798,Norwich,Tottenham,NH,
4799,Reading,Chelsea,NH,
4800,Arsenal,Stoke,H,
4801,Everton,Aston Villa,NH,
4802,Fulham,Man United,NH,
4803,Newcastle,Chelsea,H,
4804,QPR,Norwich,NH,
4805,Reading,Sunderland,H,
4806,West Ham,Swansea,H,
4807,Wigan,Southampton,NH,
4808,Man City,Liverpool,NH,
4809,West Brom,Tottenham,NH,
4810,Chelsea,Wigan,H,
4811,Norwich,Fulham,NH,
4812,Southampton,Man City,H,
4813,Stoke,Reading,H,
4814,Sunderland,Arsenal,NH,
4815,Swansea,QPR,H,
4816,Tottenham,Newcastle,H,
4817,Aston Villa,West Ham,H,
4818,Man United,Everton,H,
4819,Liverpool,West Brom,NH,
4820,Liverpool,Swansea,H,
4821,Arsenal,Aston Villa,H,
4822,Fulham,Stoke,H,
4823,Norwich,Everton,H,
4824,QPR,Man United,NH,
4825,Reading,Wigan,NH,
4826,West Brom,Sunderland,H,
4827,Man City,Chelsea,H,
4828,Newcastle,Southampton,H,
4829,West Ham,Tottenham,NH,
4830,Chelsea,West Brom,H,
4831,Everton,Reading,H,
4832,Man United,Norwich,H,
4833,Southampton,QPR,NH,
4834,Stoke,West Ham,NH,
4835,Sunderland,Fulham,NH,
4836,Swansea,Newcastle,H,
4837,Wigan,Liverpool,NH,
4838,Tottenham,Arsenal,H,
4839,Aston Villa,Man City,NH,
4840,Norwich,Southampton,NH,
4841,QPR,Sunderland,H,
4842,Reading,Aston Villa,NH,
4843,West Brom,Swansea,H,
4844,Liverpool,Tottenham,H,
4845,Newcastle,Stoke,H,
4846,Aston Villa,QPR,H,
4847,Everton,Man City,H,
4848,Man United,Reading,H,
4849,Southampton,Liverpool,H,
4850,Stoke,West Brom,NH,
4851,Swansea,Arsenal,NH,
4852,Chelsea,West Ham,H,
4853,Sunderland,Norwich,NH,
4854,Tottenham,Fulham,NH,
4855,Wigan,Newcastle,H,
4856,Arsenal,Reading,H,
4857,Everton,Stoke,H,
4858,Man City,Newcastle,H,
4859,Southampton,Chelsea,H,
4860,Sunderland,Man United,NH,
4861,Swansea,Tottenham,NH,
4862,West Ham,West Brom,H,
4863,Wigan,Norwich,H,
4864,Aston Villa,Liverpool,NH,
4865,Fulham,QPR,H,
4866,Norwich,Swansea,NH,
4867,Reading,Southampton,NH,
4868,Stoke,Aston Villa,NH,
4869,West Brom,Arsenal,NH,
4870,Chelsea,Sunderland,H,
4871,Liverpool,West Ham,NH,
4872,Newcastle,Fulham,H,
4873,QPR,Wigan,NH,
4874,Tottenham,Everton,NH,
4875,Man United,Man City,NH,
4876,Arsenal,Norwich,H,
4877,Aston Villa,Fulham,NH,
4878,Everton,QPR,H,
4879,Reading,Liverpool,NH,
4880,Southampton,West Ham,NH,
4881,Newcastle,Sunderland,NH,
4882,Stoke,Man United,NH,
4883,Arsenal,Everton,NH,
4884,Fulham,Chelsea,NH,
4885,Man City,Wigan,H,
4886,West Ham,Man United,NH,
4887,Fulham,Arsenal,NH,
4888,Norwich,Reading,H,
4889,QPR,Stoke,NH,
4890,Sunderland,Everton,H,
4891,Swansea,Southampton,NH,
4892,West Brom,Newcastle,NH,
4893,West Ham,Wigan,H,
4894,Liverpool,Chelsea,NH,
4895,Tottenham,Man City,H,
4896,Man United,Aston Villa,H,
4897,Everton,Fulham,H,
4898,Man City,West Ham,H,
4899,Newcastle,Liverpool,NH,
4900,Southampton,West Brom,NH,
4901,Stoke,Norwich,H,
4902,Wigan,Tottenham,NH,
4903,Arsenal,Man United,NH,
4904,Chelsea,Swansea,H,
4905,Reading,QPR,NH,
4906,Aston Villa,Sunderland,H,
4907,Fulham,Reading,NH,
4908,Norwich,Aston Villa,NH,
4909,QPR,Arsenal,NH,
4910,Swansea,Man City,NH,
4911,Tottenham,Southampton,H,
4912,West Brom,Wigan,NH,
4913,West Ham,Newcastle,NH,
4914,Liverpool,Everton,NH,
4915,Man United,Chelsea,NH,
4916,Sunderland,Stoke,NH,
4917,Man City,West Brom,H,
4918,Wigan,Swansea,NH,
4919,Chelsea,Tottenham,NH,
4920,Aston Villa,Chelsea,NH,
4921,Everton,West Ham,H,
4922,Fulham,Liverpool,NH,
4923,Man United,Swansea,H,
4924,Norwich,West Brom,H,
4925,QPR,Newcastle,NH,
4926,Stoke,Tottenham,NH,
4927,Sunderland,Southampton,NH,
4928,Arsenal,Wigan,H,
4929,Reading,Man City,NH,
4930,Chelsea,Everton,H,
4931,Liverpool,QPR,H,
4932,Man City,Norwich,NH,
4933,Newcastle,Arsenal,NH,
4934,Southampton,Stoke,NH,
4935,Swansea,Fulham,NH,
4936,Tottenham,Sunderland,H,
4937,West Brom,Man United,NH,
4938,West Ham,Reading,H,
4939,Wigan,Aston Villa,NH,
4940,Arsenal,Aston Villa,NH,
4941,Liverpool,Stoke,H,
4942,Norwich,Everton,NH,
4943,Sunderland,Fulham,NH,
4944,Swansea,Man United,NH,
4945,West Brom,Southampton,NH,
4946,West Ham,Cardiff,H,
4947,Chelsea,Hull,H,
4948,Crystal Palace,Tottenham,NH,
4949,Man City,Newcastle,H,
4950,Chelsea,Aston Villa,H,
4951,Aston Villa,Liverpool,NH,
4952,Everton,West Brom,NH,
4953,Fulham,Arsenal,NH,
4954,Hull,Norwich,H,
4955,Newcastle,West Ham,NH,
4956,Southampton,Sunderland,NH,
4957,Stoke,Crystal Palace,H,
4958,Cardiff,Man City,H,
4959,Tottenham,Swansea,H,
4960,Man United,Chelsea,NH,
4961,Cardiff,Everton,NH,
4962,Crystal Palace,Sunderland,H,
4963,Man City,Hull,H,
4964,Newcastle,Fulham,H,
4965,Norwich,Southampton,H,
4966,West Ham,Stoke,NH,
4967,Arsenal,Tottenham,H,
4968,Liverpool,Man United,H,
4969,West Brom,Swansea,NH,
4970,Aston Villa,Newcastle,NH,
4971,Everton,Chelsea,H,
4972,Fulham,West Brom,NH,
4973,Hull,Cardiff,NH,
4974,Man United,Crystal Palace,H,
